1512570884 20
1512570885 5
1512570888 2
1512570891 4
1512570892 23
1512570893 1
1512570895 1
1512570902 6
1512570904 2
1512570906 4
1512570908 4
1512570920 4
1512570921 20
1512570924 4
1512570925 4
1512570928 1
1512570929 3
1512570932 6
1512570933 9
1512570938 2
1512570939 2
1512570940 3
1512570941 1
1512570945 7
1512570946 6
1512570947 3
1512570948 4
1512570950 1
1512570951 3
1512570953 1
1512570956 1
1512570957 7
1512570958 10
1512570959 12
1512570961 2
1512570962 9
1512570963 9
1512570964 3
1512570965 4
1512570966 8
1512570967 12
1512570968 3
1512570971 1
1512570972 4
1512570973 6
1512570974 1
1512570975 3
1512570976 2
1512570979 8
1512570980 6
1512570981 6
1512570982 13
1512570983 1
1512570985 18
1512570986 21
1512570987 9
1512570988 1
1512570990 3
1512570991 1
1512570992 9
1512570993 8
1512570994 7
1512570995 6
1512570996 1
1512570997 17
1512570998 5
1512570999 3
1512571000 1
1512571001 1
1512571002 2
1512571003 4
1512571004 6
1512571005 4
1512571006 6
1512571007 3
1512571008 3
1512571009 4
1512571010 10
1512571011 7
1512571012 8
1512571013 1
1512571014 1
1512571016 4
1512571017 7
1512571018 3
1512571019 12
1512571020 4
1512571021 9
1512571022 14
1512571023 7
1512571024 1
1512571025 1
1512571027 2
1512571028 14
1512571029 15
1512571030 16
1512571031 5
1512571034 5
1512571035 8
1512571036 8
1512571037 3
1512571038 1
1512571040 4
1512571041 3
1512571042 11
1512571043 8
1512571044 7
1512571047 4
1512571048 14
1512571049 7
1512571052 6
1512571053 12
1512571054 10
1512571055 9
1512571056 11
1512571057 3
1512571058 2
1512571059 3
1512571060 5
1512571061 9
1512571062 4
1512571063 8
1512571064 7
1512571065 2
1512571066 1
1512571073 3
1512571074 3
1512571075 6
1512571077 4
1512571078 6
1512571079 17
1512571080 3
1512571081 3
1512571082 5
1512571083 9
1512571086 1
1512571087 7
1512571088 6
1512571089 9
1512571092 4
1512571094 2
1512571095 8
1512571096 4
1512571098 15
1512571099 10
1512571100 8
1512571101 10
1512571102 1
1512571103 1
1512571104 5
1512571105 15
1512571106 7
1512571107 2
1512571108 4
1512571109 2
1512571110 4
1512571111 5
1512571112 7
1512571113 8
1512571114 3
1512571115 5
1512571120 5
1512571123 2
1512571124 2
1512571125 3
1512571126 3
1512571127 4
1512571128 7
1512571129 3
1512571130 3
1512571131 3
1512571132 1
1512571133 5
1512571134 4
1512571136 8
1512571137 1
1512571138 3
1512571139 17
1512571140 3
1512571142 5
1512571143 10
1512571145 1
1512571148 5
1512571149 16
1512571150 4
1512571151 1
1512571152 2
1512571153 6
1512571154 7
1512571155 6
1512571156 19
1512571157 9
1512571158 6
1512571159 1
1512571161 2
1512571162 7
1512571163 1
1512571164 8
1512571165 6
1512571166 9
1512571168 9
1512571169 25
1512571170 10
1512571171 1
1512571172 3
1512571173 6
1512571174 15
1512571175 24
1512571176 2
1512571177 1
1512571180 3
1512571181 9
1512571182 14
1512571183 6
1512571184 4
1512571185 7
1512571186 16
1512571187 7
1512571188 5
1512571189 2
1512571190 2
1512571192 3
1512571193 6
1512571194 2
1512571195 2
1512571196 5
1512571197 18
1512571198 7
1512571199 4
1512571201 2
1512571202 2
1512571203 4
1512571205 3
1512571206 1
1512571207 3
1512571208 5
1512571210 4
1512571212 1
1512571213 4
1512571214 5
1512571215 12
1512571216 11
1512571217 12
1512571218 7
1512571219 3
1512571221 1
1512571222 3
1512571223 10
1512571224 11
1512571226 5
1512571227 1
1512571228 4
1512571229 9
1512571230 4
1512571231 6
1512571232 5
1512571233 10
1512571234 3
1512571238 4
1512571239 1
1512571240 4
1512571242 1
1512571243 18
1512571244 6
1512571245 3
1512571246 6
1512571247 9
1512571248 2
1512571249 3
1512571250 3
1512571251 7
1512571252 4
1512571253 18
1512571256 5
1512571257 4
1512571258 6
1512571259 12
1512571260 1
1512571264 3
1512571265 3
1512571266 1
1512571267 11
1512571268 24
1512571269 10
1512571270 1
1512571272 2
1512571273 8
1512571274 17
1512571275 13
1512571276 3
1512571277 1
1512571279 6
1512571280 7
1512571281 12
1512571282 7
1512571283 4
1512571285 6
1512571286 11
1512571287 13
1512571288 3
1512571289 17
1512571290 6
1512571293 10
1512571294 8
1512571295 12
1512571296 19
1512571297 3
1512571299 3
1512571300 5
1512571301 17
1512571302 9
1512571303 5
1512571304 4
1512571305 3
1512571306 1
1512571308 4
1512571309 1
1512571312 4
1512571313 1
1512571317 4
1512571318 26
1512571319 7
1512571320 4
1512571321 1
1512571322 8
1512571323 4
1512571324 1
1512571329 20
1512571332 1
1512571333 1
1512571334 3
1512571335 1
1512571336 4
1512571337 3
1512571338 5
1512571339 4
1512571340 14
1512571341 9
1512571342 7
1512571344 2
1512571345 12
1512571346 13
1512571347 5
1512571348 5
1512571349 4
1512571351 9
1512571352 8
1512571353 12
1512571354 5
1512571355 4
1512571356 4
1512571357 4
1512571358 4
1512571361 1
1512571362 7
1512571364 2
1512571365 2
1512571366 3
1512571367 3
1512571368 7
1512571369 2
1512571370 3
1512571371 15
1512571372 6
1512571373 3
1512571374 5
1512571375 5
1512571376 2
1512571377 3
1512571379 7
1512571380 1
1512571381 3
1512571382 8
1512571383 17
1512571384 5
1512571387 21
1512571388 14
1512571389 9
1512571390 2
1512571391 9
1512571392 8
1512571393 10
1512571394 8
1512571395 11
1512571396 8
1512571397 12
1512571398 1
1512571399 8
1512571400 11
1512571401 8
1512571402 4
1512571403 6
1512571405 4
1512571406 1
1512571407 5
1512571408 4
1512571409 18
1512571410 7
1512571411 2
1512571412 4
1512571413 4
1512571414 3
1512571415 7
1512571416 9
1512571417 5
1512571419 1
1512571421 3
1512571422 9
1512571423 8
1512571424 3
1512571425 5
1512571426 8
1512571427 5
1512571428 3
1512571429 5
1512571431 4
1512571433 1
1512571436 7
1512571437 20
1512571438 7
1512571439 3
1512571440 5
1512571441 4
1512571442 12
1512571446 3
1512571447 1
1512571449 19
1512571451 4
1512571453 1
1512571454 5
1512571455 4
1512571456 2
1512571457 6
1512571458 9
1512571459 18
1512571460 1
1512571461 5
1512571462 2
1512571463 11
1512571464 11
1512571465 4
1512571466 1
1512571467 8
1512571468 4
1512571469 2
1512571470 3
1512571471 5
1512571472 7
1512571473 8
1512571474 2
1512571475 3
1512571479 4
1512571480 1
1512571481 7
1512571482 2
1512571483 3
1512571484 2
1512571485 3
1512571486 4
1512571487 3
1512571488 9
1512571489 6
1512571490 5
1512571491 6
1512571492 5
1512571493 5
1512571494 2
1512571495 6
1512571496 7
1512571497 9
1512571498 5
1512571499 3
1512571500 1
1512571501 4
1512571502 6
1512571503 5
1512571504 12
1512571505 5
1512571506 1
1512571507 2
1512571509 8
1512571510 9
1512571511 7
1512571512 6
1512571513 5
1512571516 3
1512571517 8
1512571518 7
1512571519 11
1512571521 4
1512571522 8
1512571523 14
1512571524 7
1512571527 10
1512571528 12
1512571529 6
1512571530 1
1512571531 7
1512571532 16
1512571533 2
1512571534 3
1512571535 4
1512571536 3
1512571537 1
1512571538 3
1512571539 4
1512571540 3
1512571541 1
1512571544 2
1512571545 6
1512571548 2
1512571549 3
1512571550 5
1512571553 3
1512571556 4
1512571557 14
1512571558 8
1512571559 7
1512571561 4
1512571562 1
1512571563 4
1512571564 4
1512571565 3
1512571566 1
1512571567 4
1512571570 2
1512571571 2
1512571572 4
1512571573 7
1512571574 3
1512571575 4
1512571576 3
1512571577 7
1512571578 6
1512571579 8
1512571580 6
1512571581 8
1512571582 8
1512571583 4
1512571584 4
1512571585 15
1512571586 11
1512571587 3
1512571588 4
1512571590 16
1512571591 19
1512571592 5
1512571593 6
1512571594 10
1512571595 1
1512571598 4
1512571599 2
1512571600 2
1512571601 1
1512571602 4
1512571603 1
1512571604 10
1512571605 3
1512571606 5
1512571607 13
1512571608 6
1512571609 3
1512571610 4
1512571611 4
1512571612 1
1512571613 5
1512571614 4
1512571615 3
1512571616 9
1512571617 7
1512571618 8
1512571619 13
1512571620 1
1512571621 3
1512571622 5
1512571623 20
1512571624 9
1512571625 8
1512571626 1
1512571627 4
1512571629 3
1512571630 2
1512571631 11
1512571632 5
1512571633 4
1512571634 11
1512571635 5
1512571638 2
1512571639 8
1512571640 8
1512571641 7
1512571642 3
1512571643 3
1512571644 5
1512571645 16
1512571646 9
1512571647 5
1512571648 3
1512571649 1
1512571650 9
1512571651 13
1512571652 2
1512571653 7
1512571654 1
1512571656 4
1512571657 4
1512571658 7
1512571659 4
1512571660 3
1512571661 3
